DoctorNo,DoctorID,RoomNo,FirstName,SecondName,GovHospital,BasicPayment($),Experience(years)
4294,AVwdHzM2IN2L1WUfsbcw,294,PAULETTE,DRAIZY,Cache Valley  Hospital,53.982,15
4295,AV4vlRgZIxWefVJwkdhr,295,PAULINA,DREW,Park City Hospital,177.225,1
4296,AWkrFnzva4HuVbedldyM,296,PAXTON,DREW,Riverton Hospital,129.39,2
4297,AWkuda7D3-Khe5l_4Moc,297,PAXTON,DREW,Lone Peak Hospital,54.32,10
4298,AVweTXswByjofQCxxB04,298,PAXTON,DUA,Delta Community Hospital,4367.896,16
4299,AV5Xvggba4HuVbedCqqo,299,PAYTON,DYLAN,Fillmore Community Hospital,49.568,5
4300,AV6ca3uK3-Khe5l_XvNm,300,PAYTON,EAMON,Moab Regional Hospital,161.376,3
4301,AVwc5llxByjofQCxjaHq,301,PAYTON,EASTON,Sanpete Valley Hospital - Cah,2.784,8
4302,AVwcllh1kufWRAb5w08O,302,PAYTON,EDDIE,Central Valley Medical Center - Cah,8.72,9
4303,AV1Tq48-3D1zeR_xE_Ru,303,PAYTON,EDDIE,Milford Valley Memorial Hospital,3.912,11
4304,AV1XWuGmFcQ3k02bFmSK,304,PAYTON,EDGAR,Gunnison Valley Hospital,59.752,16
4305,AV1XW0Jk-gnIPe8DWu8t,305,PAYTON,EDGAR,Heber Valley Hospital,63.92,37
4306,AV1tfsbFa4HuVbed8OkZ,306,PAYTON,EDIE,San Juan Hospital,383.96,2
4307,AV1b8s9f-gnIPe8DXDyD,307,PEARL,EDUARDO,Kane County Hospital,7.752,25
4308,AVwc8YwBkufWRAb50rIl,308,PEARL,EDUARDO,Blue Mountain Hospital,33.568,12
4309,AWkJjPmjRxPSIh2RAuyI,309,PEMA,EDWIN,Garfield Memorial Hospital,666.344,6
4310,AVwdErwHIN2L1WUfr8E7,310,PEMA,EGYPT,Beaver Valley Hospital,573.728,20
4311,AWjSGH5ua4HuVbediYmD,311,PENELOPE,EHAN,Primary Childrens Hospital,21.936,1
4312,AVwd7adwByjofQCxtvkd,312,PENELOPE,EILEEN,Shriners Hospitals For Children - Salt Lake City,19.44,1
4313,AVz5xy2XFcQ3k02bDe6A,313,PENELOPE,EILEEN,Central Vermont Medical Center,447.968,19
4314,AVwczzk1_7pvs4fzzMfG,314,PENELOPE,EILEEN,University Of Vermont Medical Center,16.78,3
4315,AVwdFwbl_7pvs4fz2JsW,315,PENELOPE,ELEANOR,Rutland Regional Medical Center,20.96,1
4316,AVwdQkWG_7pvs4fz3-h_,316,PENELOPE,ELEANOR,Brattleboro Memorial Hospital,88.752,15
4317,AVwcvH2WByjofQCxhnKB,317,PENELOPE,ELENA,Southwestern Vermont Medical Center,304.23,1
4318,AVwde_czIN2L1WUfwRSf,318,PENINA,ELI,Northwestern Medical Center Inc,167.86,2
4319,AWkpc5r4IxWefVJwHaSW,319,PENNY,ELIAN,Grace Cottage Hospital,82.38,10
4320,AWiJ52yR3-Khe5l_yqqt,320,PERETZ,ELIANA,Gifford Medical Center,23.976,16
4321,AVwcfCrjByjofQCxewKH,321,PERLA,ELIANA,Mt Ascutney Hospital,33.29,5
4322,AVwdXqR6kufWRAb55MOE,322,PERRI,ELIAS,Northeastern Vermont Regional Hospital,14.952,3
4323,AV1thsa43-Khe5l_OwwN,323,PETER,ELIEL,North Country Hospital And Health Center,323.982,8
4324,AVwckU1tByjofQCxftkn,324,PETER,ELIJAH,Copley Hospital,2.286,9
4325,AWkq6_iGa4HuVbedkq2E,325,PEYTON,ELIJAH,Springfield Hospital,14.352,11
4326,AVwdWna5kufWRAb55BIv,326,PEYTON,ELISABETH,"Porter Hospital, Inc",71.976,16
4327,AWkq3EyKRxPSIh2RCUOi,327,PEYTON,ELISE,"Roy Lester Schneider Hospital,the",9.21,37
4328,AVwcwtKG_7pvs4fzyrTj,328,PEYTON,ELIZA,Gov Juan F Luis Hospital & Medical Ctr,18,2
4329,AVweUrn2kufWRAb5B7Mj,329,PEYTON,ELIZABETH,Norton Community Hospital,42.93,25
4330,AVwd1Nb4ByjofQCxs5LT,330,PEYTON,ELIZABETH,Russell County Hospital,15.552,12
4331,AV1TsFCCFcQ3k02bFiXF,331,PEYTON,ELIZABETH,Sentara Rmh Medical Center,17.92,6
4332,AVwdiV40kufWRAb563Aj,332,PEYTON,ELLA,Winchester Medical Center,19.99,20
4333,AWhr8Dr_RxPSIh2R9cPd,333,PEYTON,ELLA,Sentara Norfolk General Hospital,22.92,1
4334,AV1XXI_-FcQ3k02bFpon,334,PHARAOH,ELLA,University Of Virginia Medical Center,50.88,1
4335,AWoxtLmtcuP9ADUB4SPO,335,PHILLIP,ELLA,Bon Secours Depaul Medical Center,27.312,19
4336,AWj7M27wa4HuVbedi0KZ,336,PHILOMENA,ELLIANA,Sentara Halifax Regional Hospital,7.92,3
4337,AWnnTOLCsVYjT2BJxoM_,337,PHOEBE,ELLIOT,Bon Secours Maryview Medical Center,14.368,1
4338,AWdnM0T8a4HuVbedaqLP,338,PHOEBE,ELLIS,Augusta Health,107.97,15
4339,AWkq8bhY3-Khe5l_3REh,339,PIERCE,ELOISE,Novant Health Uva Health System Culpeper Med Cente,113.82,1
4340,AWoxtpB3Z4Yw-wtdWGWs,340,PIERRE,ELTON,John Randolph Medical Center,5.184,2
4341,AWoxuhImZ4Yw-wtdWG20,341,PINNY,ELVIS,"Centra  Health, Inc",16.28,10
4342,AWoxr38AQTFama1XfNL8,342,PIPER,EMANUEL,"Mary Washington Hospital, Inc",544.38,16
4343,AWoxsY_EZ4Yw-wtdWEt9,343,PIPER,EMELY,Fauquier Hospital,19.824,5
4344,AWkrFPjna4HuVbedlcT-,344,PIPER,EMELY,Carilion Roanoke Memorial Hospital,657.504,3
4345,AWoxuJ4DZ4Yw-wtdWGt0,345,PIPER,EMERSON,Medical College Of Virginia Hospitals,99.54,8
4346,AWoxuIpzZ4Yw-wtdWGtF,346,POLA,EMILIA,Warren Memorial Hospital,199.96,9
4347,AWoxqGEUZ4Yw-wtdV9EC,347,POLLY,EMILIO,Riverside Shore Memorial Hospital,631.782,11
4348,AWoxpxccZ4Yw-wtdV87S,348,POPPY,EMILIO,Smyth County Community Hospital,60.72,16
4349,AWoxsQWecuP9ADUB4QV7,349,PORTER,EMILY,Inova Alexandria Hospital,20.724,37
4350,AWoxp-QWQTFama1XfIrR,350,PRESLEY,EMILY,Mary Immaculate Hospital,415.872,2
4351,AWoxrBqaQTFama1XfJKv,351,PRESLEY,EMILY,Carilion New River Valley Medical Center,16.768,25
4352,AWoxsf-UcuP9ADUB4RjP,352,PRESTON,EMIR,Inova Loudoun Hospital,27.12,12
4353,AWoxumqVsVYjT2BJ2eK2,353,PRESTON,EMMA,Sentara Obici Hospital,95.84,6
4354,AWoxqkwlsVYjT2BJ2Uok,354,PRESTON,EMMA,Novant Health Uva  Prince William Medical Center,12.96,20
4355,AWoxtVrnsVYjT2BJ2dVo,355,PRESTON,EMMA,Sentara Leigh Hospital,19.008,1
4356,AWoxrhZ-cuP9ADUB4MDw,356,PRESTON,EMMA,Lewisgale Medical Center,1598.058,1
4357,AWoxt-s4Z4Yw-wtdWGnd,357,PRESTON,EMMA,Virginia Hospital Center,36.96,19
4358,AWoxtZf9cuP9ADUB4SZ8,358,PRINCE,EMMETT,Riverside Regional Medical Center,10.368,3
4359,AWoxq_zbQTFama1XfJJ7,359,PRINCE,EMMETT,Johnston Memorial Hospital,77.72,1
4360,AWoxtaR_sVYjT2BJ2dZC,360,PRINCE,ENZO,Sentara Virginia Beach General Hospital,520.464,15
4361,AWdVykiJIxWefVJw81PM,361,PRINCE,EPHRAIM,Bon Secours St Marys Hospital,111.96,1
4362,AVwcsB7x_7pvs4fzx4-6,362,PRINCESS,ERIC,Clinch Valley Medical Center,29.16,2
4363,AWoxqR4LcuP9ADUB4JjB,363,PRINCESS,ERIC,Inova Fairfax Hospital,131.94,10
4364,AWoxtPIwQTFama1XfRQt,364,PRINCETON,ERIC,Sentara Williamsburg Regional Medical Center,25.92,16
4365,AWoxt8JAZ4Yw-wtdWGmS,365,PRINCETON,ERICK,Southside Regional Medical Center,704.76,5
4366,AWoxuiZysVYjT2BJ2eId,366,PRISCILLA,ERIKA,Bon Secours Memorial Regional Medical Center,7.41,3
4367,AWoxtldrQTFama1XfRi_,367,PRIYA,ERIKA,Sovah Health Danville,21.5,8
4368,AWoxs9r6Z4Yw-wtdWFyH,368,QUEEN,ERIN,Martha Jefferson Hospital,10.528,9
4369,AWoxrvbjsVYjT2BJ2YQ1,369,QUEENA,ERNEST,Riverside Tappahannock Hospital,20.544,11
4370,AWoxt5plcuP9ADUB4S2A,370,QUINN,ESHAAL,Bedford Memorial Hospital,104.9,16
4371,AWoxq2g0sVYjT2BJ2Uxk,371,QUINN,ESTELLE,Carilion Franklin Memorial Hospital,39.68,37
4372,AWc44wbq3-Khe5l_rUWe,372,QUINN,ETHAN,"Southside Community Hospital, Inc",51.75,2
4373,AWoxrr3JcuP9ADUB4NBd,373,QUINN,ETTA,Southampton Memorial Hospital,11.68,25
4374,AWoxt3PHcuP9ADUB4S1K,374,QUINN,ETTY,Sentara Careplex Hospital,159.75,12
4375,AWoxp9VWQTFama1XfIqo,375,QUINN,EVANGELINE,Bon Secours Richmond Community Hospital,103.968,6
4376,AWoxtcu2sVYjT2BJ2dbF,376,QUINN,EVANGELINE,Southern Virginia Regional Medical Center,303.25,20
4377,AWoxrk_ocuP9ADUB4MZQ,377,QUINN,EVANGELINE,Community Memorial Hospital,270.72,1
4378,AWFpnVa9IxWefVJwy5nS,378,QUINN,EVELYN,Inova Fair Oaks Hospital,1487.04,1
4379,AWoxsxytsVYjT2BJ2c3w,379,QUINTIN,EVELYN,Hiram W Davis Medical Center,17.48,19
4380,AV5TNJ0Y3-Khe5l_Um_i,380,RABIA,EVELYN,Reston Hospital Center,71.88,3
4381,AWoxtgm2cuP9ADUB4Sga,381,RACHEL,EVELYN,Lewisgale Hospital Montgomery,60.45,1
4382,AWoxs1CasVYjT2BJ2c62,382,RACHEL,EVERETT,Wythe County Community Hospital,253.176,15
4383,AWoxtbqUcuP9ADUB4Sca,383,RACHY,EVERETT,Cjw Medical Center,2.88,1
4384,AWoxuOWJsVYjT2BJ2d_8,384,RAEGAN,EVERETT,Sentara Northern Virginia Medical Center,384.944,2
4385,AWoxp44jQTFama1XfIov,385,RAEGAN,EVERETT,Lonesome Pine Hospital,153.584,10
4386,AWoxt4WJsVYjT2BJ2d0x,386,RAFAEL,EVERLY,Twin County Regional Hospital,913.43,16
4387,AWoxtkncQTFama1XfRiW,387,RAFI,EZEKIEL,Lewisgale Hospital Pulaski,43.92,5
4388,AWoxq_kBZ4Yw-wtdV9fl,388,RAFID,EZEKIEL,Carilion Tazewell Community Hospital,25.032,3
4389,AWoxrteOsVYjT2BJ2YE8,389,RAHEEM,EZEQUIEL,Henrico Doctors' Hospital,46.76,8
4390,AWoxt6SQZ4Yw-wtdWGlr,390,RAHEEM,EZRA,Sentara Princess Anne Hospital,183.968,9
4391,AWoxqVy2QTFama1XfI0U,391,RAHIM,EZRA,Chesapeake General Hospital,1259.97,11
4392,AWoxqyCAcuP9ADUB4JzY,392,RAHIM,EZRA,Inova Mount Vernon Hospital,68.97,16
4393,AWoxoleqcuP9ADUB4Ifh,393,RAIDEN,EZRIEL,Lewisgale Hospital Alleghany,70.368,37
4394,AWoxpPn4sVYjT2BJ2UFM,394,RAIHAN,FABIAN,Buchanan General Hospital,59.96,2
4395,AWoxoW8mQTFama1XfHhD,395,RAIN,FAIGA,Halquist Memorial Inpatient Center,25.984,25
4396,AVweiTVjByjofQCxzJEm,396,RAINA,FAITH,Riverside Walter Reed Hospital,27.36,12
4397,AVwdcQXOByjofQCxpKM-,397,RAIZY,FARAH,Bon Secours St Francis Medical Center,361.376,6
4398,AVwc_f57ByjofQCxkYJA,398,RAMI,FATIMA,"Stafford Hospital, Llc",172.186,20
4399,AVwdC0WAByjofQCxk6wY,399,RANA,FAYE,Spotsylvania Regional Medical Center,69.008,1
4400,AV46zMrdRxPSIh2RfVb6,400,RAPHAEL,FELIPE,Riverside Doctors' Hospital Of Williamsburg,199.9,1
4401,AVwdbxd-kufWRAb553it,401,RAQUEL,FELIX,Novant Health Uva Health Haymarket Medical Center,901.95,19
4402,AVweVY4cByjofQCxxTLb,402,RAQUEL,FELIX,Stonesprings Hospital Center,971.5,3
4403,AVwdptUu_7pvs4fz7_tX,403,RAUL,FERNANDO,Bath Community Hospital,11.328,1
4404,AVwc6M3kByjofQCxjg4T,404,RAVEN,FERNANDO,Carilion Giles Community Hospital,21.24,15
4405,AWosgGPxcuP9ADUB31y9,405,RAWAN,FINLEY,Dickenson Community Hospital,34.8,1
4406,AWosbh07sVYjT2BJ17aY,406,RAWAN,FINN,Carilion Stonewall Jackson Hospital,38.976,2
4407,AWC0Mv2QIxWefVJwvxW2,407,RAY,FINN,Shenandoah Memorial Hospital,9.08,10
4408,AWitzfT3RxPSIh2R_ZFQ,408,RAYAN,FINN,"Page Memorial Hospital, Inc",314.55,16
4409,AWE8Jh-yIxWefVJwyWTn,409,RAYHONA,FINN,Rappahannock General Hospital,4.91,5
4410,AWoseBomsVYjT2BJ1_27,410,RAYMOND,FINN,Cumberland Hospital Llc,5.78,3
4411,AWosc7wtsVYjT2BJ19f6,411,RAYMOND,FINNEGAN,Childrens Hospital Of The Kings Daughters Inc,107.94,8
4412,AWosdEtIcuP9ADUB3xUY,412,RAYMOND,FIONA,Children's Hosp Of Richmond Of The Vcu Health Sys,19.65,9
4413,AWosdBrUZ4Yw-wtdVmTF,413,RAYNA,FIONA,Northwest Hospital,617.97,11
4414,AWosbXxFZ4Yw-wtdVj2x,414,RAYNA,FIORELLA,Providence St Mary Medical Center,59.7,16
4415,AVwddCJnkufWRAb56EtB,415,RAYNE,FLORA,Skagit Valley Hospital,387.99,37
4416,AVwdIcl3IN2L1WUfshg5,416,RAYYAN,FRAIDY,Virginia Mason Medical Center,575.92,2
4417,AWduvS85a4HuVbeda_VU,417,REA,FRANCESCA,Island Hospital,30.4,25
4418,AVweN3SzByjofQCxwShW,418,REAGAN,FRANCESCO,University Of Washington Medical Ctr,478.24,12
4419,AVwdAfgv_7pvs4fz1Sb-,419,REAGAN,FRANCIS,Highline Medical Center,190.848,6
4420,AV0J8HdvLD2H7whiYeZp,420,REAGAN,FRANCIS,Yakima Regional Medical And Cardiac Center,5.484,20
4421,AVwdDrD0IN2L1WUfrxa_,421,REBECCA,FRANCIS,Providence Regional Medical Center Everett,40.92,1
4422,AWosfJNTsVYjT2BJ2BIC,422,REBECCA,FRANCISCO,Multicare Auburn Medical Center,15.552,1
4423,AVzswVeH-gnIPe8DUORO,423,REBECCA,FRANK,Central Washington Hospital,17.24,19
4424,AVwdCE_gByjofQCxkyoi,424,REECE,FRANKIE,Providence Centralia Hospital,302.94,3
4425,AWosdnRkZ4Yw-wtdVngs,425,REEM,FRANKLIN,St Clare Hospital,34.75,1
4426,AV48h8U-a4HuVbedATf4,426,REEMA,FREDERICK,Providence St Peter Hospital,113.94,15
4427,AWoscOqAsVYjT2BJ18AK,427,REESE,FREYA,Swedish Medical Center / Cherry Hill,55.98,1
4428,AVwdzAoMIN2L1WUfzTH5,428,REESE,FRIDA,Swedish Edmonds Hospital,27.18,2
4429,AWosdfkgsVYjT2BJ1-pC,429,REID,GABRIEL,Swedish Medical Center,1805.88,10
4430,AWoscXIOcuP9ADUB3vx5,430,REIZY,GABRIEL,St Joseph Hospital,70.95,16
4431,AWdVwzxMIxWefVJw8qHL,431,REMI,GABRIEL,Grays Harbor Community Hospital,20,5
4432,AWosd1DrsVYjT2BJ1_bL,432,REMI,GABRIEL,Samaritan Hospital,7.98,3
4433,AWoscfhNQTFama1XevqH,433,REMINGTON,GABRIELLA,Yakima Valley Memorial Hospital,24.1,8
4434,AWc9-3IaIxWefVJw8GNR,434,REMINGTON,GABRIELLA,Toppenish Community Hospital,8.75,9
4435,AWosdPf8sVYjT2BJ1-EB,435,REMINGTON,GABRIELLA,Harrison Memorial Hospital,842.94,11
4436,AVweEdHbByjofQCxvARd,436,REMY,GAELLE,Peachealth St John Medical Center,2.182,16
4437,AWosa7EKsVYjT2BJ1631,437,RENATA,GAIA,Multicare Deaconess Hospital,27.384,37
4438,AWoseUkwcuP9ADUB30J2,438,RENE,GAVIN,Peacehealth Southwest Medical Center,26.406,2
4439,AWosd8NEsVYjT2BJ1_ri,439,RENZO,GAVIN,Overlake Hospital Medical Center,10.368,25
4440,AWosbidJcuP9ADUB3vAg,440,RETAJ,GAVIN,Group Health Central Hospital,23.68,12
4441,AWoseqY3cuP9ADUB30fE,441,REY,GEDALYA,Trios,109.95,6
4442,AWosfZjZcuP9ADUB31Bx,442,REYA,GENESIS,Providence Sacred Heart Medical Center,965.85,20
4443,AWc41P7O3-Khe5l_rMEp,443,REYANSH,GENEVIEVE,Kadlec Regional Medical Center,29.2,1
4444,AWkrCckPRxPSIh2RDEMV,444,REZA,GENEVIEVE,Cascade Valley Hospital,32.4,1
4445,AWoscdFMsVYjT2BJ18YW,445,RHEA,GEORGE,Harborview Medical Center,78.35,19
4446,AWoscbVtsVYjT2BJ18Ud,446,RHYS,GEORGE,Olympic Medical Center,31.68,3
4447,AWosd9OcQTFama1XezAs,447,RIAAN,GEORGIA,Providence Holy Family Hospital,29.12,1
4448,AWosbxYwsVYjT2BJ17sd,448,RIAN,GEORGINA,Multicare Good Samaritan Hospital,169.45,15
4449,AWdVx-A2IxWefVJw8xhi,449,RICARDO,GIA,Evergreenhealth Monroe,12.56,1
4450,AWosdgBGQTFama1Xex3q,450,RICARDO,GIANCARLO,Valley Medical Center,6.48,2
4451,AWosfa6xcuP9ADUB31DR,451,RICHARD,GIANNA,St Joseph Medical Center,186.69,10
4452,AV1dN0nnIxWefVJwe0_o,452,RICHARD,GIANNA,Multicare Valley Hospital,25.4,16
4453,AWkrFSBdRxPSIh2RDPSm,453,RIDA,GIANNI,Evergreenhealth Medical Center,43.96,5
4454,AWosfD47cuP9ADUB30zp,454,RIHANNA,GIAVANNA,Tacoma General Allenmore Hospital,1279.165,3
4455,AWCe00xWIxWefVJwvaNQ,455,RIHANNA,GIAVANNA,Capital Medical Center,27.92,8
4456,AWosc6QocuP9ADUB3w96,456,RIKKI,GIORGI,St Francis Community Hospital,129.568,9
4457,AVzGEVCSLD2H7whiWYrE,457,RILEY,GIULIA,Confluence Health- Wenatchee Valley Hosp & Clinics,6.368,11
4458,AWosbx72cuP9ADUB3vU_,458,RILEY,GIULIANA,Legacy Salmon Creek Medical Center,244.55,16
4459,AWose9PMQTFama1Xe0Qf,459,RILEY,GIUSEPPE,St Anthony Hospital,1332.496,37
4460,AVwcgcCTIN2L1WUflsPy,460,RILEY,GIUSEPPE,Swedish Issaquah,32.776,2
4461,AVwdip8-kufWRAb566Gl,461,RILEY,GLORIA,Multicare Covington Medical Center,147.184,25
4462,AVwcnh91_7pvs4fzxHIH,462,RILEY,GOLDA,Garfield County Memorial Hospital,54.384,12
4463,AVwdksV4_7pvs4fz7N9_,463,RINA,GRACE,Dayton General Hospital,76.776,6
4464,AVwcm-9e_7pvs4fzxAz3,464,RINA,GRACE,Willapa Harbor Hospital,14.352,20
4465,AVwc7EZwkufWRAb50diz,465,RISA,GRACE,Summit Pacific Medical Center-swing Bed Unit,209.792,1
4466,AVwc3iO2IN2L1WUfpxHo,466,RISHI,GRADY,Lincoln Hospital,3.304,1
4467,AVwdABQb_7pvs4fz1Nyc,467,RITA,GRANT,Odessa Memorial Healthcare Center,16.38,19
4468,AVwehZxzByjofQCxzAL6,468,RIVER,GRANT,Coulee Medical Center,167.96,3
4469,AWE2IRMWIxWefVJwyFup,469,RIVER,GRAYSON,Providence St Joseph Hospital,321.568,1
4470,AWENC3Hn3-Khe5l_e942,470,RIVKA,GRAYSON,Newport Community Hospital,12.96,15
4471,AVz1apjQLD2H7whiX_Tt,471,ROBERT,GRAYSON,East Adams Rural Hospital,128.058,1
4472,AVwdI4fokufWRAb52rwc,472,ROBERT,GRAYSON,Prosser Memorial Hospital,63.686,2
4473,AV3c4N1w3-Khe5l_RTCx,473,ROBERT,GRAYSON,Cascade Medical Center,239.976,10
4474,AV0BCKfR-gnIPe8DUvUw,474,ROBERTO,GRAYSON,Ocean Beach Hospital,344.22,16
4475,AVwdE8ZpIN2L1WUfr-21,475,ROBERTO,GREGORY,Skyline Hospital,15.552,5
4476,AVwc4NHFkufWRAb5z-lG,476,ROBERTO,GREYSON,Klickitat Valley Hospital,21.248,3
4477,AVz5wizr3D1zeR_xDF69,477,ROBERTO,GREYSON,Columbia Basin Hospital,8.448,8
4478,AVzThAO03D1zeR_xBZHO,478,ROBIN,GREYSON,Othello Community Hospital,333.09,9
4479,AV1ZPdab-gnIPe8DW1ZF,479,ROBINSON,GRIFFIN,Morton General Hospital,248.98,11
4480,AVwcs-Rp_7pvs4fzyC9B,480,ROBIYA,HADLEY,Quincy Valley Hospital,24.9,16
4481,AVweFkgmByjofQCxvJxy,481,ROBYN,HADLEY,North Valley Hospital,15.26,37
4482,AVwebGfo_7pvs4fzC1sG,482,ROCCO,HAIDER,Ferry County Memorial Hospital,43.32,2
4483,AVwdC2K8_7pvs4fz1rDS,483,ROCCO,HAILEY,Jefferson Healthcare,43.584,25
4484,AVwdgIaPByjofQCxpvp1,484,ROCCO,HALEY,Three Rivers Hospital,116.28,12
4485,AWnG8bQfcuP9ADUBxGpg,485,ROCCO,HAMZA,Forks Community Hospital,9.296,6
4486,AVwdmbAZ_7pvs4fz7fLV,486,ROCCO,HANNA,Providence Mount Carmel Hospital,19.44,20
4487,AVz-D7Pa3D1zeR_xDJWd,487,ROCKY,HANNAH,Whitman Hospital And Medical Center,314.55,1
4488,AV1thQal3-Khe5l_OvGf,488,RODNEY,HAREEM,Mid Valley Hospital,16.27,1
4489,AVzA9VQdLD2H7whiWHix,489,RODNEY,HARLEY,Peacehealth United General Medical Center,69.12,19
4490,AVwdJE6JByjofQCxl7FI,490,RODRIGO,HARMONY,Sunnyside Community Hospital,4.47,3
4491,AWeNVfXvIxWefVJw_DA6,491,ROGELIO,HARPER,Pullman Regional Hospital,418.296,1
4492,AVwdZLSx_7pvs4fz5a7N,492,ROGER,HARPER,Tri-state Memorial Hospital,659.988,15
4493,AVzBC2pcFcQ3k02bBdEH,493,ROLAND,HARPER,Kittitas Valley Community Hospital,8.128,1
4494,AVwdKBIQkufWRAb524GR,494,ROMAN,HARPER,Lake Chelan Community Hospital,36.288,2
4495,AVwdpK0DIN2L1WUfx2MF,495,ROMAN,HARPER,St Elizabeth Hospital,909.72,10
4496,AVz1V8h03D1zeR_xC3Nj,496,ROMAN,HARRISON,Mason General Hospital & Family Of Clinics,917.9235,16
4497,AV1i3YbWRxPSIh2Ravaa,497,ROMAN,HARRY,Lourdes Medical Center,38.88,5
4498,AWEmvNz-RxPSIh2RsTfD,498,ROMELO,HASAN,Snoqualmie Valley Hospital,631.176,3
4499,AVwcoff3IN2L1WUfnKjv,499,ROMI,HASSAN,Whidbeyhealth Medical Center,12.96,8
4500,AVwd7JE0kufWRAb5-cAn,500,ROMY,HAYDEN,Peacehealth Peace Island Medical Center,12.96,9
4501,AVweNQQq_7pvs4fzA-vt,1,RONALD,HAYDEN,Seattle Children's Hospital,23.2,11
4502,AVwcfZFvIN2L1WUflhRS,2,RONIN,HAYLEE,Mary Bridge Children's Hospital,25.92,16
4503,AV1eypov3-Khe5l_NOxo,3,RONIN,HAZEL,Shriners Hospital For Children,21.312,37
4504,AVwc4r9mIN2L1WUfp9Ld,4,RORY,HAZEL,West Virginia University Hospitals,173.656,2
4505,AVwc1fCnkufWRAb5zh4j,5,RORY,HAZEL,Greenbrier Valley Medical Center,361.96,25
4506,AVwcmaioIN2L1WUfmzRC,6,RORY,HEAVEN,United Hospital Center,62.85,12
4507,AVwde9o6_7pvs4fz6V1k,7,RORY,HEAVEN,St Mary's Medical Center,818.376,6
4508,AVwd6072_7pvs4fz-bC6,8,RORY,HEAVEN,Berkeley Medical Center,20.34,20
4509,AVwdY5biByjofQCxombT,9,ROSA,HEAVENLY,Pleasant Valley Hospital,23.99,1
4510,AVwd-X1kByjofQCxuKm4,10,ROSA,HECTOR,Reynolds Memorial Hospital,171.288,1
4511,AWBFA8zXRxPSIh2RpLxK,11,ROSALEE,HENRI,Charleston Area Medical Center,37.3,19
4512,AVweRAFQkufWRAb5BbRm,12,ROSALIA,HENRIK,Weirton Medical Center,81.96,3
4513,AWEPUIgHa4HuVbedMvXO,13,ROSALIA,HENRY,Monongalia County General Hospital,54.792,1
4514,AVwcog3jIN2L1WUfnK3y,14,ROSALIE,HENRY,Thomas Memorial Hospital,10.784,15
4515,AVweEU50IN2L1WUf1s7D,15,ROSALIE,HENRY,Davis Medical Center,290.98,1
4516,AVwd6IFY_7pvs4fz-U7r,16,ROSARIO,HENRY,St Francis Hospital,36.44,2
4517,AVwcpmZekufWRAb5xhrO,17,ROSE,HENRY,Stonewall Jackson Memorial Hospital,21.4,10
4518,AVwc3MFrkufWRAb5zzZd,18,ROSE,HERSHEL,Ohio Valley Medical Center,48.664,16
4519,AVwdGoZIkufWRAb52VZJ,19,ROSE,HERSHEL,Princeton Community Hospital,16.56,5
4520,AVwdArfB_7pvs4fz1UVB,20,ROSEMARY,HILLARY,Fairmont Regional Medical Center,1347.52,3
4521,AV0yKdjtFcQ3k02bFJEb,21,ROSIE,HOLDEN,Logan Regional Medical Center,62.31,8
4522,AVwcfRt2ByjofQCxey4c,22,ROWAN,HOORAIN,Wheeling Hospital,20.32,9
4523,AVwc3KaSIN2L1WUfptEG,23,ROWAN,HOPE,Cabell Huntington Hospital Inc,9.432,11
4524,AWof4Wr7QTFama1XeUAT,24,ROWAN,HOPE,Camden Clark Medical Center,34.86,16
4525,AVwd8XYlkufWRAb5-myO,25,ROWAN,HUDSON,Beckley Arh Hospital,89.34,37
4526,AVwdPQ2dIN2L1WUftrq8,26,ROXANNE,HUDSON,Raleigh General Hospital,269.98,2
4527,AVwdrAmRkufWRAb58MiG,27,ROXY,HUGO,Bluefield Regional Medical Center,99.9,25
4528,AWof34MfZ4Yw-wtdVJkm,28,ROY,HUNTER,Wetzel County Hospital,39.08,12
4529,AVzoC0kGLD2H7whiXfOJ,29,ROY,HUNTER,Williamson Memorial Hospital,116.832,6
4530,AVwdx283kufWRAb59Lay,30,ROYAL,HUNTER,Summersville Regional Medical Center,2.296,20
4531,AVwdv1-UByjofQCxsIHx,31,ROYAL,HUNTER,Welch Community Hospital,408.006,1
4532,AVzBF3C-LD2H7whiWMRV,32,ROYAL,HUNTER,Charleston Surgical Hospital,40.44,1
4533,AVwegZMtkufWRAb5DkIv,33,ROYAL,IAN,"Broaddus Hospital Association, Inc",122.352,19
4534,AVwdPCpRIN2L1WUftpM9,34,ROYAL,IBRAHIM,Webster County Memorial Hospital,15.28,3
4535,AVwcpfvfIN2L1WUfnWM_,35,RUBEN,ILYAS,Minnie Hamilton Health System,11.96,1
4536,AVwcqb1xByjofQCxgzXJ,36,RUBEN,IMMANUEL,Sistersville General Hospital,15.84,15
4537,AWEKlUTNRxPSIh2RrgDU,37,RUBEN,INAAYA,Roane General Hospital,86.376,1
4538,AVwdImSskufWRAb52o9k,38,RUBY,INAYAH,Grafton City Hospital,18.24,2
4539,AVzBBwTCFcQ3k02bBcZe,39,RUBY,INES,Braxton County Memorial Hospital,13.12,10
4540,AVweGhZRIN2L1WUf1_z0,40,RUBY,ISAAC,War Memorial Hospital Inc,105.98,16
4541,AV12ZW8dIxWefVJwhZHZ,41,RUBY,ISAAC,Summers County Arh Hospital,493.92,5
